# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.15.4

"jobs.placed::x: 2.5, y: 71.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 72.5, z: 513.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 72.5, z: 518.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 72.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 72.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 72.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 72.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 73.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 73.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 73.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 73.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 74.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 74.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 75.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 75.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 75.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 75.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 76.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 76.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 76.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 76.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 77.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 77.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 78.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 78.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 79.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 79.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 80.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 2.5, y: 80.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 68.5, z: 534.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 68.5, z: 543.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 69.5, z: 512.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 69.5, z: 519.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 72.5, z: 512.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 72.5, z: 519.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 72.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 72.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 72.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 72.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 73.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 73.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 74.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 74.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 75.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 75.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 76.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 76.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 76.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 76.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 77.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 77.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 78.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 78.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 79.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 3.5, y: 79.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 68.5, z: 534.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 68.5, z: 543.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 69.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 69.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 70.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 70.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 71.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 71.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 72.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 72.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 72.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 72.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 72.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 72.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 73.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 73.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 76.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 76.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 77.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 77.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 78.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 78.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 4.5, y: 79.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 534.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 535.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 537.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 538.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 539.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 540.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 542.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 68.5, z: 543.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 69.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 69.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 72.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 72.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 72.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 72.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 72.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 72.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 73.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 73.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 76.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 76.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 77.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 5.5, y: 77.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 69.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 69.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 534.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 535.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 537.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 540.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 542.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 543.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 72.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 534.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 535.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 537.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 538.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 539.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 540.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 542.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 543.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 73.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 74.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 74.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 75.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 75.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 76.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 76.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 76.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 6.5, y: 76.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 69.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 69.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 69.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 69.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 69.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 69.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 70.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 70.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 70.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 70.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 70.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 70.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 71.5, z: 366.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 71.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 71.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 71.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 71.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 71.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 71.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 366.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 511.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 520.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 534.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 535.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 537.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 538.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 539.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 540.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 542.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 543.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 72.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 73.5, z: 366.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 73.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 73.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 73.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 73.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 74.5, z: 366.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 74.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 74.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 74.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 74.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 75.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 75.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 75.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 75.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 532.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 533.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 534.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 535.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 536.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 537.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 538.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 539.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 540.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 541.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 542.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 543.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 544.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 7.5, y: 76.5, z: 545.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 8.5, y: 69.5, z: 512.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 8.5, y: 69.5, z: 519.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 8.5, y: 72.5, z: 512.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 8.5, y: 72.5, z: 519.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 69.5, z: 513.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 69.5, z: 518.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 69.5, z: 547.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 69.5, z: 554.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 70.5, z: 547.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 70.5, z: 554.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 71.5, z: 547.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 71.5, z: 554.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 513.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 518.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 547.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 548.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 549.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 550.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 551.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 552.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 553.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 9.5, y: 72.5, z: 554.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 69.5, z: 503.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 69.5, z: 510.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 69.5, z: 514.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 69.5, z: 517.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 70.5, z: 503.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 70.5, z: 510.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 70.5, z: 514.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 70.5, z: 517.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 71.5, z: 503.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 71.5, z: 510.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 71.5, z: 514.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 71.5, z: 517.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 503.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 504.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 505.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 506.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 507.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 508.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 509.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 510.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 514.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 515.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 516.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 517.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
"jobs.placed::x: 10.5, y: 72.5, z: 547.5, yaw: 0, pitch: 0 in 'world'", boolean, 01
